customer_id,age,gender,marital_status,education_level,location_type,tenure_months,contract_type,payment_method,paperless_billing,auto_payment,credit_score,account_status,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,data_usage_gb,streaming_tv,streaming_movies,online_security,online_backup,device_protection,num_support_tickets,num_technical_issues,satisfaction_score,complaint_status,monthly_charges,total_charges,avg_call_charge,late_payment_count,signup_date,churn
CUST_00002278,27.0,Female,Married,High School,Urban,14,One year,Mailed check,Yes,Yes,712.0,Active,228.38,76,102.59,33,53.12,11,4.29,Yes,Yes,No,No,No,5,3,5.0,Resolved,77.07,1088.72,0.6369,0,2022-10-03,No
CUST_00002279,54.0,Other,Married,Bachelor,Urban,13,One year,Credit card,Yes,No,509.0,Active,176.37,80,173.74,71,19.18,4,16.7,No,No,No,No,No,1,0,8.0,Escalated,,874.37,0.4765,1,2022-11-14,No
CUST_00002280,51.0,Female,Married,PhD,Urban,12,Two year,Bank transfer,No,Yes,738.0,Pending,178.11,68,129.52,56,114.34,43,4.59,No,Yes,No,No,Yes,1,0,10.0,Resolved,71.96,783.25,0.4283,1,2022-12-31,No
CUST_00002281,19.0,Female,Married,Master,Rural,64,Two year,Mailed check,No,No,656.0,Active,217.68,104,82.21,30,78.29,17,36.45,Yes,Yes,No,Yes,No,0,0,9.0,None,150.0,9143.31,0.9868,1,2018-08-06,No
CUST_00002282,34.0,Male,Divorced,Master,Urban,45,Month-to-month,Credit card,No,Yes,602.0,Active,223.19,74,58.96,26,89.52,22,1.85,Yes,No,Yes,Yes,No,1,0,7.0,Resolved,74.55,3453.4,0.6061,1,2020-03-25,Yes
CUST_00002283,62.0,Female,Single,PhD,Suburban,37,One year,Mailed check,Yes,Yes,627.0,Active,129.95,64,161.52,53,24.1,6,11.74,Yes,Yes,Yes,Yes,No,1,0,8.0,Escalated,114.26,4255.32,0.9215,0,2020-11-11,No
CUST_00002284,30.0,Female,Married,Bachelor,Urban,8,Month-to-month,Mailed check,No,Yes,706.0,Active,67.51,23,42.97,14,35.67,17,32.21,Yes,No,No,Yes,No,3,1,9.0,Pending,121.96,943.55,2.2175,1,2023-04-14,No
CUST_00002285,38.0,Female,Divorced,High School,Urban,9,Two year,Electronic check,No,No,624.0,Active,123.83,27,177.08,67,110.19,22,5.51,No,No,No,No,No,0,0,8.0,None,56.08,476.45,0.4793,0,2023-03-13,No
CUST_00002286,51.0,Male,Divorced,PhD,Urban,7,Month-to-month,Bank transfer,Yes,No,649.0,Active,106.48,32,127.3,45,16.85,3,3.38,No,Yes,Yes,No,No,6,3,4.0,Escalated,62.63,481.64,0.7732,1,2023-06-01,Yes
CUST_00002287,56.0,Female,Single,Master,Suburban,37,One year,Credit card,No,No,818.0,Active,130.66,30,97.34,44,56.08,11,13.24,No,No,No,Yes,No,2,1,9.0,Escalated,71.76,2546.68,0.8344,0,2020-11-23,No
CUST_00002288,41.0,Female,Single,PhD,Suburban,11,Month-to-month,Credit card,Yes,No,611.0,Active,230.29,61,160.66,44,53.93,13,25.34,No,Yes,No,No,No,1,0,7.0,Resolved,118.75,1213.67,0.9979,1,2023-01-20,Yes
CUST_00002289,,Male,Single,Master,Suburban,72,Month-to-month,Credit card,Yes,No,549.0,Active,196.43,55,96.78,22,55.58,14,0.27,No,Yes,Yes,No,Yes,1,0,7.0,Resolved,72.75,5340.73,0.7908,0,2017-12-21,No
CUST_00002290,66.0,Male,Divorced,Master,Suburban,10,One year,Bank transfer,Yes,Yes,646.0,Pending,212.67,72,111.26,24,28.59,5,10.3,No,No,No,Yes,No,0,0,8.0,None,60.56,606.75,0.5937,0,2023-02-08,No
CUST_00002291,71.0,Male,Married,Master,Urban,4,Month-to-month,Electronic check,Yes,Yes,610.0,Active,235.56,47,89.67,19,101.56,38,24.27,No,Yes,No,No,No,4,1,7.0,Resolved,112.68,450.16,1.0731,1,2023-08-11,Yes
CUST_00002292,59.0,Female,Married,Master,Suburban,63,Month-to-month,Credit card,Yes,Yes,772.0,Active,131.35,48,141.99,32,44.77,9,20.22,Yes,Yes,Yes,No,No,4,2,6.0,Pending,108.74,6777.3,1.2082,0,2018-09-17,No
CUST_00002293,46.0,Female,Single,Bachelor,Suburban,36,One year,Bank transfer,Yes,No,614.0,Active,229.1,91,114.07,27,48.72,12,0.52,Yes,Yes,Yes,No,No,0,0,9.0,None,77.15,2873.59,0.5889,0,2020-12-12,No
CUST_00002294,32.0,Female,Single,Bachelor,Suburban,21,Month-to-month,Bank transfer,Yes,Yes,582.0,Active,168.68,57,52.66,22,33.2,7,8.87,No,No,No,No,Yes,0,0,9.0,None,60.59,1260.84,0.6964,1,2022-03-11,No
CUST_00002295,32.0,Male,Married,Master,Suburban,46,Month-to-month,Electronic check,Yes,Yes,757.0,Active,267.39,69,88.69,31,72.04,16,9.6,Yes,No,Yes,No,Yes,1,0,7.0,Resolved,97.29,4420.84,0.8315,0,2020-02-02,No
CUST_00002296,52.0,Female,Married,Master,Urban,71,Month-to-month,Credit card,Yes,Yes,640.0,Active,87.67,32,35.66,16,13.38,2,2.06,Yes,No,No,No,No,7,3,4.0,Escalated,44.85,3478.22,0.8794,0,2018-01-06,No
CUST_00002297,51.0,Female,Married,Bachelor,Rural,47,One year,Electronic check,No,Yes,794.0,Active,153.09,43,41.9,13,27.96,7,0.12,Yes,Yes,No,Yes,No,2,1,,Resolved,60.76,3102.71,0.9494,0,2020-01-14,Yes
CUST_00002298,66.0,Male,Single,Bachelor,Rural,56,Two year,Electronic check,Yes,Yes,636.0,Active,262.32,108,53.32,16,36.89,8,44.59,Yes,Yes,Yes,Yes,No,3,1,6.0,Pending,150.0,7825.83,1.1278,1,2019-04-16,Yes
CUST_00002299,54.0,Male,Married,Bachelor,Suburban,7,Month-to-month,Electronic check,Yes,Yes,532.0,Active,114.45,25,75.19,21,19.73,9,32.66,No,No,No,No,No,1,0,8.0,Pending,88.7,618.37,1.5839,6,2023-05-24,Yes
CUST_00002300,22.0,Male,Divorced,High School,Urban,17,One year,Credit card,Yes,No,584.0,Suspended,70.9,15,28.61,5,60.3,20,4.33,No,No,No,No,No,2,0,6.0,Resolved,36.85,687.06,0.8988,0,2022-07-18,No
CUST_00002301,60.0,Female,Single,High School,Suburban,38,Month-to-month,Credit card,Yes,Yes,474.0,Active,157.84,35,73.57,17,112.96,24,4.67,Yes,Yes,No,No,Yes,0,0,8.0,None,79.1,3010.66,1.0273,2,2020-10-06,No
CUST_00002302,30.0,Male,Divorced,Bachelor,Urban,17,Two year,Electronic check,No,No,462.0,Active,149.66,46,203.51,43,68.03,31,13.15,Yes,No,No,No,No,3,1,7.0,Pending,83.24,1375.03,0.6879,1,2022-07-24,No
CUST_00002303,39.0,Male,Single,Master,Urban,24,Two year,Bank transfer,Yes,No,678.0,Active,190.5,51,43.76,11,110.36,31,5.4,No,Yes,No,Yes,No,0,0,9.0,None,68.41,1742.44,0.7278,1,2021-12-17,No
CUST_00002304,48.0,Male,Single,Bachelor,Rural,61,Month-to-month,Bank transfer,No,No,733.0,Active,206.6,52,97.62,41,49.48,14,39.19,Yes,Yes,Yes,No,No,1,0,7.0,Resolved,150.0,8381.38,1.3889,0,2018-11-19,Yes
CUST_00002305,74.0,Female,Married,Bachelor,Suburban,8,One year,Electronic check,Yes,Yes,773.0,Active,112.36,28,90.32,35,32.42,8,15.68,No,No,No,No,No,6,2,4.0,Resolved,59.41,461.63,0.8251,0,2023-04-06,Yes
CUST_00002306,80.0,Male,Divorced,Master,Suburban,18,Two year,Credit card,Yes,No,695.0,Active,96.06,37,40.99,16,20.66,9,18.36,Yes,Yes,Yes,No,No,2,0,8.0,Pending,108.71,1960.35,1.7256,1,2022-06-29,No
CUST_00002307,54.0,Male,Married,Bachelor,Rural,19,Month-to-month,Credit card,Yes,No,755.0,Active,140.87,68,85.94,28,116.04,23,1.9,No,No,No,No,No,1,0,5.0,Escalated,47.21,857.73,0.3934,0,2022-06-01,Yes
CUST_00002308,42.0,Male,Married,High School,Rural,10,Month-to-month,Bank transfer,No,No,637.0,Active,117.79,30,43.66,9,82.64,23,16.49,No,No,No,No,No,3,1,6.0,Escalated,69.1,678.56,1.0968,1,2023-03-03,No
CUST_00002309,53.0,Male,Married,PhD,Suburban,11,Two year,Bank transfer,No,No,719.0,Suspended,82.25,18,74.8,19,58.46,12,7.36,Yes,No,No,No,Yes,1,0,7.0,Resolved,70.73,740.72,1.4146,0,2023-01-15,No
CUST_00002310,58.0,Male,Single,Master,Urban,35,Month-to-month,Mailed check,Yes,Yes,526.0,Active,182.96,55,98.3,19,41.88,9,0.67,Yes,Yes,No,No,No,0,0,7.0,None,68.74,2222.38,0.8183,1,2021-01-20,No
CUST_00002311,40.0,Female,Single,High School,Urban,63,Month-to-month,Credit card,No,Yes,643.0,Active,126.67,32,43.5,13,14.67,5,15.46,Yes,Yes,No,Yes,No,4,2,8.0,Resolved,99.2,5811.58,1.9451,1,2018-09-23,Yes
CUST_00002312,71.0,Female,Divorced,Master,Rural,24,Two year,Electronic check,Yes,Yes,774.0,Active,138.62,40,88.97,39,114.54,25,2.47,No,Yes,No,Yes,No,3,1,6.0,Resolved,60.51,1456.91,0.5763,0,2021-12-09,No
CUST_00002313,,Female,Single,Master,Rural,16,One year,Bank transfer,Yes,Yes,635.0,Active,205.4,45,86.26,17,110.38,26,19.59,Yes,No,No,No,No,0,0,8.0,None,92.97,1630.59,1.0446,1,2022-08-07,No
CUST_00002314,52.0,Female,Married,Master,Suburban,33,Month-to-month,Credit card,No,Yes,662.0,Active,53.98,15,133.74,31,10.08,2,17.23,No,No,No,Yes,No,7,3,4.0,Pending,74.51,2360.04,1.5206,1,2021-03-07,Yes
CUST_00002315,54.0,Male,Widowed,Bachelor,Urban,72,One year,Electronic check,Yes,Yes,778.0,Active,210.97,75,63.71,21,61.34,15,15.22,Yes,Yes,Yes,Yes,No,1,0,7.0,Resolved,114.87,9014.97,1.0256,0,2017-12-12,No
CUST_00002316,51.0,Female,Single,Bachelor,Suburban,2,Two year,Electronic check,Yes,Yes,708.0,Active,99.56,30,83.54,29,21.24,4,10.89,No,No,No,No,No,1,0,8.0,Pending,61.9,117.61,0.9672,0,2023-10-09,No
CUST_00002317,57.0,Male,Married,Master,Urban,25,Month-to-month,Credit card,Yes,No,558.0,Suspended,113.69,27,97.78,23,25.3,11,1.29,No,No,Yes,No,Yes,4,1,5.0,Resolved,161.49,1333.59,0.8682,2,2021-11-05,Yes
CUST_00002318,35.0,Male,Single,Bachelor,Urban,19,Month-to-month,Bank transfer,Yes,No,763.0,Active,111.98,53,85.03,28,48.65,11,12.64,Yes,No,No,Yes,No,1,0,,Pending,86.51,1573.05,0.9302,0,2022-05-17,No
CUST_00002319,36.0,Female,Single,High School,Rural,22,One year,Credit card,Yes,No,778.0,Active,143.2,34,169.72,83,40.72,8,20.27,Yes,Yes,No,No,No,2,0,7.0,Resolved,114.13,2570.93,0.9058,0,2022-02-19,No
CUST_00002320,,Female,Single,High School,Urban,0,Month-to-month,Credit card,No,No,600.0,Suspended,206.08,83,93.3,32,128.06,36,6.85,Yes,No,No,No,Yes,6,1,6.0,Pending,84.99,0.0,0.5591,2,2023-12-10,No
CUST_00002321,51.0,Female,Married,Bachelor,Suburban,72,Two year,Electronic check,Yes,Yes,784.0,Active,172.56,51,42.58,11,40.27,10,29.77,No,Yes,Yes,Yes,No,4,2,7.0,Resolved,128.9,9287.26,1.7658,0,2017-12-07,No
CUST_00002322,56.0,Female,Married,Bachelor,Urban,2,One year,Bank transfer,No,No,697.0,Active,177.21,41,67.7,15,42.38,9,30.6,Yes,No,No,No,Yes,0,0,7.0,None,121.68,222.43,1.8436,0,2023-10-07,No
CUST_00002323,51.0,Other,Married,High School,Suburban,8,One year,Credit card,Yes,No,686.0,Active,229.41,59,27.78,9,35.9,9,4.07,No,Yes,Yes,No,No,3,1,6.0,Resolved,70.34,607.65,0.9018,0,2023-04-28,No
CUST_00002324,,Female,Divorced,Master,Suburban,8,Month-to-month,Mailed check,Yes,No,556.0,Active,196.64,71,105.23,40,52.42,15,16.88,No,No,No,No,No,7,2,3.0,Resolved,76.3,657.61,0.6008,2,2023-05-02,No
CUST_00002325,44.0,Female,Single,Bachelor,Urban,31,Month-to-month,Electronic check,No,No,752.0,Active,119.13,32,123.28,26,51.34,24,1.95,No,Yes,Yes,No,Yes,6,2,,Escalated,68.03,1960.81,0.8196,0,2021-05-20,No
CUST_00002326,55.0,Female,Married,Bachelor,Urban,26,Month-to-month,Credit card,Yes,No,,Active,158.88,48,102.34,24,35.07,9,2.81,Yes,Yes,Yes,No,No,6,2,4.0,Resolved,69.63,1794.38,0.8491,1,2021-10-21,Yes
CUST_00002327,28.0,Male,Married,Master,Urban,1,Two year,Electronic check,No,No,743.0,Active,231.99,53,188.77,44,71.76,20,8.78,No,No,No,No,No,4,1,,Escalated,62.44,64.97,0.5292,1,2023-11-16,Yes
CUST_00002328,39.0,Male,Single,Bachelor,Suburban,3,Month-to-month,Electronic check,No,No,728.0,Active,138.45,47,70.67,15,85.29,17,7.73,Yes,Yes,No,Yes,No,3,1,,Resolved,89.82,242.62,1.1228,1,2023-09-25,Yes
CUST_00002329,55.0,Female,Single,Master,Suburban,9,Month-to-month,Bank transfer,No,Yes,694.0,Active,24.86,10,43.1,8,143.73,43,9.5,No,Yes,No,No,No,1,0,8.0,Resolved,59.32,511.66,0.9568,1,2023-03-12,No
CUST_00002330,57.0,Male,Married,High School,Urban,29,One year,Electronic check,No,No,634.0,Active,167.18,55,75.33,29,53.24,14,4.74,Yes,Yes,Yes,No,No,3,2,6.0,Pending,82.76,2494.69,0.836,0,2021-08-01,No
CUST_00002331,40.0,Male,Divorced,High School,Urban,63,One year,Credit card,No,Yes,770.0,Active,71.62,14,128.04,51,67.6,20,4.06,Yes,Yes,Yes,No,Yes,0,0,8.0,None,86.9,5079.21,1.0105,0,2018-09-11,No
CUST_00002332,43.0,Male,Widowed,Bachelor,Urban,9,One year,Credit card,Yes,No,,Active,85.08,18,82.33,19,46.66,21,6.03,No,Yes,Yes,No,No,1,0,8.0,Pending,72.87,676.04,1.2351,0,2023-03-09,Yes
CUST_00002333,22.0,Male,Single,PhD,Urban,17,Month-to-month,Mailed check,No,Yes,786.0,Active,207.98,44,50.12,21,129.07,37,29.78,Yes,No,No,No,No,0,0,6.0,None,112.99,2075.36,1.097,0,2022-07-19,Yes
CUST_00002334,39.0,Other,Divorced,Bachelor,Suburban,11,Month-to-month,Credit card,No,Yes,695.0,Active,258.77,83,74.18,15,53.89,11,14.67,No,No,Yes,No,No,6,2,4.0,Escalated,75.87,817.59,0.6897,1,2023-02-01,No
CUST_00002335,58.0,Female,Divorced,Master,Suburban,20,Month-to-month,Bank transfer,No,No,584.0,Active,114.29,23,129.78,27,174.28,61,22.71,No,Yes,No,No,No,1,0,7.0,Resolved,105.71,2263.72,0.9438,1,2022-04-27,No
CUST_00002336,53.0,Female,Married,High School,Urban,23,Two year,Credit card,No,No,619.0,Active,145.13,69,161.8,45,64.61,16,35.55,Yes,No,Yes,No,No,0,0,10.0,None,136.39,3009.03,1.0411,1,2022-01-17,No
CUST_00002337,52.0,Other,Single,Bachelor,Suburban,17,Month-to-month,Bank transfer,Yes,Yes,644.0,Active,217.0,56,41.19,11,43.49,12,12.86,Yes,Yes,No,No,Yes,0,0,7.0,None,102.91,1597.49,1.2864,1,2022-07-16,No
CUST_00002338,45.0,Female,Widowed,High School,Suburban,11,Month-to-month,Credit card,Yes,Yes,798.0,Active,110.82,24,165.41,49,63.46,21,29.57,No,No,No,No,No,1,0,8.0,Resolved,87.62,904.56,0.9223,0,2023-01-26,No
CUST_00002339,45.0,Female,Married,Master,Suburban,50,Month-to-month,Credit card,Yes,Yes,663.0,Suspended,389.74,87,77.79,23,37.19,9,8.03,No,Yes,Yes,No,Yes,3,1,7.0,Resolved,98.57,5058.76,0.8214,2,2019-10-08,Yes
CUST_00002340,35.0,Female,Widowed,Bachelor,Suburban,38,Month-to-month,Electronic check,Yes,Yes,730.0,Active,100.52,24,61.66,16,42.19,18,20.59,Yes,Yes,Yes,Yes,Yes,3,1,6.0,Resolved,130.41,4501.52,2.2103,1,2020-10-22,No
CUST_00002341,55.0,Male,Married,High School,Suburban,72,Two year,Electronic check,No,Yes,798.0,Active,154.6,43,146.81,66,10.8,2,1.69,No,Yes,No,No,Yes,1,0,8.0,Escalated,64.8,4962.32,0.5786,0,2018-01-01,No
CUST_00002342,51.0,Male,Married,Master,Suburban,12,Month-to-month,Electronic check,Yes,No,719.0,Active,140.72,44,92.36,40,77.93,25,40.7,Yes,No,No,No,No,3,1,6.0,Resolved,128.37,1558.6,1.167,1,2022-12-20,No
CUST_00002343,,Male,Single,High School,Suburban,0,Month-to-month,Credit card,No,Yes,634.0,Active,89.21,27,106.5,23,119.35,53,14.9,No,No,No,No,No,4,2,7.0,Escalated,72.5,0.0,0.6971,2,2023-12-16,No
CUST_00002344,37.0,Female,Widowed,High School,Suburban,25,Two year,Credit card,No,No,664.0,Suspended,54.85,23,40.94,13,23.82,5,45.82,Yes,No,No,Yes,No,1,0,9.0,Resolved,144.17,3642.39,3.4326,0,2021-11-05,No
CUST_00002345,18.0,Female,Single,High School,Suburban,36,Month-to-month,Electronic check,Yes,Yes,598.0,Active,268.47,84,86.36,29,58.74,13,9.56,No,No,No,No,Yes,4,1,6.0,Resolved,74.1,2903.69,0.5835,1,2020-12-27,No
CUST_00002346,61.0,Female,Single,PhD,Urban,66,Month-to-month,Credit card,Yes,No,654.0,Active,114.5,44,116.22,31,74.99,17,0.18,Yes,Yes,No,Yes,Yes,6,3,4.0,Pending,85.26,5482.14,0.9168,1,2018-06-10,Yes
CUST_00002347,37.0,Female,Married,High School,Urban,0,One year,Credit card,No,No,,Active,217.48,100,184.63,49,66.67,29,8.43,No,No,No,No,Yes,3,2,6.0,Resolved,65.3,0.0,0.3648,1,2023-12-03,Yes
CUST_00002348,32.0,Male,Married,PhD,Urban,50,Two year,Credit card,Yes,No,596.0,Active,118.06,24,143.03,51,37.26,12,0.58,Yes,No,No,No,Yes,0,0,7.0,None,54.18,2518.51,0.6157,0,2019-10-13,No
CUST_00002349,55.0,Male,Single,High School,Urban,17,Two year,Mailed check,No,Yes,718.0,Active,104.04,21,99.92,33,114.07,32,46.47,No,Yes,No,No,No,0,0,8.0,None,145.29,2699.26,1.67,1,2022-07-08,No
CUST_00002350,39.0,Female,Married,High School,Suburban,11,One year,Electronic check,Yes,No,615.0,Active,140.7,37,139.82,44,36.77,7,15.77,No,No,No,No,No,1,0,7.0,Resolved,62.66,690.95,0.704,1,2023-01-04,No
CUST_00002351,60.0,Male,Married,Master,Rural,6,Two year,Bank transfer,No,No,679.0,Active,132.12,41,80.6,17,68.11,17,1.7,No,No,No,No,No,4,2,7.0,Escalated,41.77,272.16,0.5496,2,2023-06-11,No
CUST_00002352,54.0,Female,Married,Bachelor,Suburban,40,Month-to-month,Electronic check,Yes,Yes,581.0,Active,115.51,23,70.08,18,53.76,16,13.79,No,Yes,No,Yes,No,1,0,9.0,Resolved,80.01,3353.05,1.3795,1,2020-08-20,No
CUST_00002353,55.0,Female,Single,Bachelor,Rural,10,Month-to-month,Electronic check,No,No,777.0,Pending,96.37,20,131.98,26,30.0,7,2.73,No,No,No,No,No,7,2,4.0,Resolved,36.43,397.89,0.6746,0,2023-02-04,No
CUST_00002354,24.0,Female,Married,Bachelor,Urban,22,Month-to-month,Bank transfer,No,Yes,689.0,Active,322.6,78,48.28,12,62.51,25,7.77,Yes,Yes,No,No,No,4,1,,Resolved,86.47,1761.52,0.7454,1,2022-02-17,No
CUST_00002355,63.0,Male,Single,Bachelor,Suburban,17,Month-to-month,Credit card,Yes,No,784.0,Suspended,147.23,59,44.75,21,90.94,22,8.33,Yes,No,Yes,Yes,No,4,2,7.0,Resolved,89.84,1477.58,0.8722,0,2022-07-28,No
CUST_00002356,48.0,Female,Single,Bachelor,Urban,7,One year,Electronic check,No,Yes,666.0,Active,150.18,33,146.62,39,63.78,13,5.48,No,No,Yes,No,No,3,1,6.0,Resolved,58.68,401.39,0.6823,2,2023-05-18,No
CUST_00002357,39.0,Female,Married,Bachelor,Rural,37,Two year,Electronic check,Yes,Yes,609.0,Active,172.72,49,47.25,13,111.94,24,4.86,Yes,No,No,No,Yes,3,1,6.0,Pending,66.04,2522.5,0.7591,0,2020-11-06,No
CUST_00002358,,Other,Married,High School,Suburban,8,One year,Credit card,Yes,No,629.0,Active,45.6,22,118.08,28,41.05,8,7.29,No,Yes,Yes,No,No,2,0,7.0,Escalated,84.98,703.25,1.4403,0,2023-04-20,No
CUST_00002359,18.0,Female,Single,PhD,Rural,37,Two year,Bank transfer,Yes,No,660.0,Active,174.85,51,83.65,18,133.69,54,6.87,No,No,No,Yes,No,4,2,5.0,Resolved,63.11,2224.9,0.509,1,2020-11-16,No
CUST_00002360,51.0,Female,Married,Bachelor,Suburban,12,One year,Electronic check,Yes,No,704.0,Active,121.04,33,71.55,25,26.34,5,0.49,No,Yes,No,Yes,No,3,0,6.0,Resolved,175.47,680.07,0.9139,0,2022-12-08,No
CUST_00002361,29.0,Male,Single,High School,Urban,0,Two year,Electronic check,Yes,Yes,649.0,Pending,63.0,16,111.4,24,50.72,13,54.62,No,No,No,No,No,2,1,7.0,Escalated,134.77,0.0,2.4957,1,2023-12-14,No
CUST_00002362,24.0,Female,Single,Bachelor,Urban,35,One year,Mailed check,No,No,698.0,Active,153.92,31,163.66,41,71.8,35,1.16,No,No,No,No,No,0,0,8.0,None,39.52,1297.62,0.3659,0,2021-01-26,No
CUST_00002363,22.0,Female,Married,Master,Rural,55,One year,Bank transfer,No,Yes,626.0,Active,118.38,42,128.99,51,32.07,7,0.81,Yes,Yes,Yes,Yes,Yes,1,0,7.0,Pending,90.51,4671.4,0.8961,0,2019-05-19,No
CUST_00002364,61.0,Male,Married,Bachelor,Suburban,3,Month-to-month,Electronic check,No,No,649.0,Active,77.68,22,90.53,19,91.42,26,5.62,No,Yes,No,Yes,No,4,1,8.0,Escalated,69.22,198.53,1.0179,1,2023-09-24,No
CUST_00002365,35.0,Male,Married,Bachelor,Rural,21,Two year,Credit card,Yes,No,795.0,Active,231.15,58,124.53,31,69.72,27,59.79,No,Yes,Yes,No,No,2,0,7.0,Resolved,150.0,3004.1,1.2821,0,2022-03-29,No
CUST_00002366,68.0,Male,Married,PhD,Urban,1,Two year,Bank transfer,No,Yes,638.0,Active,114.9,30,102.23,27,118.08,36,0.57,No,No,Yes,No,No,2,1,9.0,Resolved,46.54,51.12,0.4951,1,2023-11-26,No
CUST_00002367,36.0,Female,Married,Master,Urban,42,Two year,Credit card,No,Yes,594.0,Active,121.93,42,62.96,13,86.24,26,2.76,Yes,No,Yes,No,No,0,0,9.0,None,68.97,2934.15,0.8411,0,2020-06-23,No
CUST_00002368,19.0,Male,Married,Master,Urban,72,One year,Credit card,No,No,740.0,Active,176.49,41,168.02,83,56.7,12,0.48,No,Yes,Yes,Yes,No,2,0,6.0,Resolved,79.63,5773.03,0.5812,1,2017-12-21,No
CUST_00002369,28.0,Male,Single,High School,Suburban,16,One year,Electronic check,Yes,No,463.0,Active,144.89,34,101.51,26,35.1,7,8.38,No,No,No,No,No,3,2,5.0,Pending,53.3,919.51,0.7838,1,2022-08-20,No
CUST_00002370,63.0,Female,Single,Master,Urban,9,Month-to-month,Bank transfer,No,No,808.0,Active,80.45,28,97.89,41,50.89,11,1.21,No,Yes,No,No,No,1,0,6.0,Resolved,43.53,354.56,0.5374,0,2023-03-23,Yes
CUST_00002371,42.0,Female,Married,Bachelor,Suburban,44,Month-to-month,Bank transfer,No,No,667.0,Active,216.67,88,24.05,8,19.55,4,33.46,Yes,Yes,No,No,No,6,3,5.0,Resolved,126.48,5347.27,1.2523,0,2020-04-07,No
CUST_00002372,36.0,Male,Married,PhD,Urban,17,Month-to-month,Electronic check,No,Yes,687.0,Suspended,66.28,19,112.21,34,58.4,13,1.78,Yes,No,No,No,No,4,2,6.0,Resolved,48.24,871.11,0.72,2,2022-07-23,No
CUST_00002373,47.0,Male,Married,High School,Suburban,14,Month-to-month,Bank transfer,No,Yes,615.0,Active,458.08,148,68.6,22,71.23,17,11.83,Yes,Yes,No,No,No,3,1,5.0,Resolved,98.04,1383.85,0.5215,0,2022-10-21,No
CUST_00002374,52.0,Male,Single,Bachelor,Suburban,6,Month-to-month,Bank transfer,No,No,732.0,Active,70.54,16,104.42,22,146.85,36,14.59,No,Yes,No,No,No,4,1,5.0,Resolved,74.52,410.65,0.9936,0,2023-06-11,Yes
CUST_00002375,61.0,Male,Married,High School,Urban,22,Two year,Bank transfer,No,Yes,623.0,Pending,112.82,26,123.9,52,89.79,31,17.51,No,No,No,No,No,1,0,5.0,Resolved,72.88,1737.74,0.6625,0,2022-02-23,No
CUST_00002376,66.0,Male,Divorced,Bachelor,Urban,22,Two year,Mailed check,No,Yes,702.0,Active,52.13,14,156.9,32,54.91,13,2.2,Yes,No,No,No,No,1,0,6.0,Resolved,56.94,1166.62,0.949,1,2022-02-25,Yes
CUST_00002377,39.0,Female,Married,High School,Suburban,7,One year,Credit card,Yes,No,749.0,Active,107.53,34,61.8,19,31.57,12,17.94,No,No,No,No,No,1,0,6.0,Resolved,65.64,465.56,0.9945,0,2023-05-25,Yes
CUST_00002378,25.0,Female,Married,Master,Rural,5,Month-to-month,Credit card,Yes,No,762.0,Active,70.68,20,81.19,19,52.17,17,9.71,No,No,No,No,No,4,1,6.0,Pending,48.21,227.27,0.8458,1,2023-07-14,No
CUST_00002379,38.0,Female,Single,PhD,Urban,13,Month-to-month,Mailed check,Yes,No,720.0,Active,114.57,34,65.65,14,4.23,1,1.02,No,Yes,No,Yes,No,3,1,7.0,Resolved,55.13,657.01,1.1026,1,2022-11-20,Yes
CUST_00002380,48.0,Male,Single,Master,Suburban,14,Two year,Mailed check,Yes,Yes,656.0,Active,96.2,31,45.13,14,24.7,4,12.76,No,No,No,No,No,5,2,5.0,Resolved,61.32,803.87,1.2264,3,2022-10-25,No
CUST_00002381,30.0,Female,Single,High School,Rural,3,Two year,Bank transfer,Yes,Yes,850.0,Active,163.32,55,59.35,20,25.86,6,12.58,Yes,Yes,No,No,Yes,3,1,6.0,Resolved,81.14,260.96,0.9895,0,2023-09-08,No
CUST_00002382,30.0,Female,Married,Bachelor,Suburban,7,Month-to-month,Credit card,No,Yes,629.0,Active,185.84,79,115.44,37,46.1,10,0.58,No,No,No,No,No,6,3,5.0,Resolved,31.64,210.43,0.2491,0,2023-05-12,No
CUST_00002383,50.0,Male,Widowed,PhD,Rural,4,Month-to-month,Electronic check,Yes,Yes,690.0,Active,73.53,15,72.72,20,52.7,20,27.1,No,No,No,No,No,1,0,9.0,Resolved,83.51,350.38,1.4913,0,2023-08-06,No
CUST_00002384,44.0,Male,Divorced,High School,Rural,55,Two year,Bank transfer,Yes,Yes,541.0,Active,161.79,78,94.6,19,115.77,29,2.71,Yes,Yes,Yes,Yes,Yes,2,1,6.0,Pending,98.5,5665.57,0.7756,4,2019-05-22,No
CUST_00002385,45.0,Female,Married,Bachelor,Rural,1,Two year,Bank transfer,No,No,653.0,Suspended,224.7,45,236.83,95,80.99,28,20.4,Yes,No,No,Yes,No,4,1,6.0,Resolved,116.11,105.93,0.687,0,2023-11-15,Yes
CUST_00002386,33.0,Female,Divorced,Bachelor,Suburban,50,Two year,Mailed check,Yes,Yes,648.0,Active,43.68,17,54.42,11,22.33,8,9.01,No,Yes,Yes,No,No,0,0,,None,79.29,4241.78,2.143,1,2019-10-31,No
